Type,Start Time,Stop Time,Duration,Transcript,Speakers,Dominant_Speaker,Predicted_Label
speech,1761.94,1762.54,0.599999999999909,놓치지 마세요.,SPEAKER_13:1.00s(1.000),SPEAKER_13,AD
speech,1762.94,1765.11,2.1699999999998454,구룡포 해양미식축제.,SPEAKER_21:1.00s(1.000),SPEAKER_21,AD
speech,1765.83,1767.71,1.8800000000001087,"안녕하세요 박재범, 이창섭입니다.",SPEAKER_20:1.00s(1.000),SPEAKER_20,AD
speech,1767.89,1778.69,10.799999999999956,"SBS 글로벌 아이돌 데뷔를 위한 치열한 드림매치, 소년들의 여정에 함께해주세요.",SPEAKER_20:1.00s(1.000),SPEAKER_20,AD
speech,1778.71,1784.48,5.769999999999982,SBS 유니버설 리그는 11월 22일 금요일 밤 11시 20분에 첫 방송됩니다.,SPEAKER_20:1.00s(1.000),SPEAKER_20,AD
speech,1785.59,1787.56,1.9700000000000275,도심 속 가을 낭만.,SPEAKER_18:1.00s(1.000),SPEAKER_18,AD
speech,1787.58,1788.72,1.1400000000001,러브 인 서울 2024.,SPEAKER_18:1.00s(1.000),SPEAKER_18,AD
speech,1789.28,1793.14,3.8600000000001273,"자이언티, 기리보이, 원슈타인, 스쿠도머의 스탠다드 프렌즈.",SPEAKER_18:1.00s(1.000),SPEAKER_18,AD
speech,1793.77,1796.25,2.480000000000018,"FD 아일랜드, 엠플라이, 패더 엘리아스.",SPEAKER_18:1.00s(1.000),SPEAKER_18,AD
speech,1796.65,1798.81,2.1599999999998545,종케이 출연의 릴레이 콘서트.,SPEAKER_18:1.00s(1.000),SPEAKER_18,AD
speech,1798.83,1800.8,1.9700000000000275,11월 16일부터 24일까지.,SPEAKER_18:1.00s(1.000),SPEAKER_18,AD
speech,1801.06,1802.86,1.7999999999999543,블루스케어 마스터 카드홀.,SPEAKER_18:1.00s(1.000),SPEAKER_18,AD
speech,1802.88,1805.42,2.539999999999964,문의 1544-1555.,SPEAKER_18:1.00s(1.000),SPEAKER_18,AD
speech,1805.4,1809.69,4.289999999999964,전국의 사장님들을 위한 3글자 스페이드 퀴즈.,SPEAKER_12:1.00s(1.000),SPEAKER_12,AD
speech,1809.71,1812.05,2.339999999999918,1위 라디오 채널은 SBS.,SPEAKER_12:1.00s(1.000),SPEAKER_12,AD
speech,1812.07,1814.85,2.7799999999999727,1등 인터넷 라디오는 고릴라.,SPEAKER_12:1.00s(1.000),SPEAKER_12,AD
speech,1814.87,1818.14,3.270000000000209,부담 없는 비용으로 고릴라에 광고하면 뭐가 쑥?,SPEAKER_12:1.00s(1.000),SPEAKER_12,AD
speech,1820.92,1821.22,0.2999999999999545,매출.,SPEAKER_12:1.00s(1.000),SPEAKER_12,AD
speech,1822.18,1822.38,0.2000000000000454,광고기 가성비 갑.,SPEAKER_12:1.00s(1.000),SPEAKER_12,AD
speech,1822.4,1834.85,12.449999999999818,지금 바로 고릴라 광고를 검색해보세요.,SPEAKER_06:1.00s(1.000),SPEAKER_06,AD
speech,1834.87,1834.95,0.0800000000001546,고릴라.,UNKNOWN:1.00s(1.000),,AD
speech,1835.88,1843.95,8.069999999999936,SBS 생활정보 예년 이맘때 날씨를 되찾으면서 추위도 풀렸습니다.,SPEAKER_03:1.00s(1.000),SPEAKER_03,AD
speech,1844.13,1849.14,5.009999999999991,오히려 오늘 아침에는 서울 6도로 예년 기온보다 5도가량 더 높았는데요.,SPEAKER_03:1.00s(1.000),SPEAKER_03,AD
speech,1849.58,1855.77,6.190000000000055,"한낮에도 서울 14도, 대구 15도, 부산 17도로 예년보다 또 어제보다 더 높겠습니다.",SPEAKER_03:1.00s(1.000),SPEAKER_03,AD
speech,1856.25,1861.58,5.329999999999927,그래도 쌀쌀한 가을 날씨인 만큼 몸을 따뜻하게 항상 보호하셔야겠습니다.,SPEAKER_03:1.00s(1.000),SPEAKER_03,AD
speech,1861.56,1890.25,28.69000000000005,고객의 생활을 편리하게.,SPEAKER_03:1.00s(1.000),SPEAKER_03,AD
speech,1890.23,1914.94,24.71000000000004,초혁신 디지털금융 NH농협은행과 함께합니다 영화 같은 만남 영화 같은 날 영화 같은 사랑 영화 같은 밤 영화 같은 시간 영화 같은 꿈 매일매일이 영화 같은 하루,SPEAKER_07:1.00s(1.000),SPEAKER_07,AD
speech,1920.96,1948.71,27.75,박하선의 시네타운 한주간 영화계의 핫 이슈를 전해드립니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1948.73,1949.35,0.6199999999998909,위클리 매거진 한주간 영화계의 핫 이슈를 전해드립니다.,SPEAKER_06:1.00s(1.000),SPEAKER_06,AD
speech,1951.61,1955.29,3.680000000000064,매주 새로운 영화 소식과 함께 찾아오는 시내타운의 위클리 매거진이죠.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1955.76,1958.24,2.480000000000018,이번 주에도 목요일에 찾아왔습니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1958.26,1960.58,2.3199999999999363,더스크린 박혜연 편집장님이 함께해 주세요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1960.6,1961.0,0.4000000000000909,어서 오세요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1961.02,1963.11,2.089999999999918,네 안녕하세요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,1963.13,1965.31,2.1799999999998363,11월도 이제 슬슬 막바지.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,1966.15,1968.84,2.689999999999827,여기저기 크리스마스 트리가 보이네요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,1968.86,1969.62,0.7599999999999909,겨울 겨울 하네요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,1970.06,1970.62,0.5599999999999454,맞습니다.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,1971.66,1972.1,0.4399999999998272,근삼님이요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1972.12,1977.15,5.0300000000002,택배일 하는데 박혜연 편집장님 만났대요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1977.17,1977.45,0.2799999999999727,반갑게 악수해 주셨습니다.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,1977.47,1977.59,0.1199999999998908,감사합니다.,UNKNOWN:1.00s(1.000),,AD
speech,1977.61,1977.75,0.1400000000001,어디서 와요?,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1977.73,1978.43,0.7000000000000455,그러게요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,1978.45,1984.61,6.159999999999855,제가 택배 주시는 분들께는 언제나 항상 감사 인사를 해요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,1984.63,1984.71,0.0799999999999272,진짜요?,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,1984.73,1984.79,0.0599999999999454,대박.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,1984.81,1986.79,1.9800000000000184,택배가 세상에서 제일 고마운 선물이잖아요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1986.95,1987.03,0.0799999999999272,맞아요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,1987.05,1992.16,5.110000000000127,너무 고생하시고 이렇게 기억해 주셔서 너무 감사합니다.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,1992.18,1994.81,2.6299999999998818,저도 얼마 전에 동네에서 택배기사님 만나가지고,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1994.79,1997.71,2.9200000000000728,아기한테 아가한테 인사 잘해.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,1998.26,2001.68,3.4200000000000728,너 택배를 갖다 주시는 분이다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2003.02,2003.48,0.4600000000000364,그랬더니 막 반가워하더라고요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2003.5,2004.22,0.7200000000000273,그랬군요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2004.3,2010.27,5.970000000000027,이번 주 극장에서 우리를 기다리는 또 영화들은 뭐가 있을지 위클리 매거진에서 한번 만나볼게요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2010.29,2012.44,2.150000000000091,어떤 신작들을 먼저 만나볼까요?,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2012.46,2012.5,0.0399999999999636,네.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2012.62,2017.08,4.460000000000036,이번 주에도 아주 빵빵한 신작들이 기다리고 있습니다.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2017.1,2018.22,1.1200000000001182,기다렸어요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2018.24,2018.36,0.1199999999998908,기다렸어요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2019.05,2019.14,0.0900000000001455,이 작품.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2019.12,2025.03,5.910000000000082,우선 레전드 뮤지컬 위키드가 영화로 찾아왔는데 11월 20일 어제 개봉을 했는데요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2025.13,2027.98,2.849999999999909,이게 전 세계 최초 한국 개봉입니다.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2028.0,2031.5,3.5,왜냐하면 북미 개봉은 11월 22일이거든요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2031.84,2040.17,8.330000000000155,이틀이나 빨리 개봉한 이유는 한국에서 이렇게 겨울왕국이라든지 알라딘 같은 작품들이 워낙 사랑받다 보니까,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2040.15,2045.68,5.529999999999973,이 작품도 사랑받지 않겠느냐라는 생각으로 가장 먼저 한국 관객들 만나게 된 것 같고요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2046.54,2049.66,3.119999999999891,워낙 유명한 레전드 걸작이죠.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2050.02,2063.86,13.840000000000146,이 작품은 1955년에 발표된 정말 많은 분들이 사랑하는 소설 오즈의 마법사를 바탕으로 2003년에 브로드웨이 뮤지컬로 만들어졌고 이걸 영화로 만든 이런 작품이에요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2063.84,2073.54,9.699999999999818,이 오즈의 마법사에 등장하는 마녀 엘파바와 그 엘파바의 룸메이트이자 또 다른 마녀 글린다의 성장이야기라고 보시면 됩니다.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2074.04,2076.1,2.059999999999945,이 작품 영화에서는요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2076.48,2082.81,6.329999999999927,토니 상 수상에 빛나는 브로드웨이 뮤지컬 신 시아 에리보가 이 서쪽 마녀 엘파바 역을 맡았고요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2083.33,2085.09,1.7600000000002185,이 캐스팅이 진짜 화제였죠.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2085.11,2093.55,8.440000000000055,팝스타 아리아나 그랜데가 글린다 역을 맡았고 그리고 조나단 메일리나 에단 슬레이터 양자경 제프 골드브럼,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2093.53,2097.73,4.199999999999818,아주 정말 화려한 캐스팅이 완성이 됐습니다.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2098.18,2112.7,14.519999999999982,뮤지컬을 보신 분들은 이게 영화의 화려한 세계에서 어떻게 만들어질 것인지가 관건이실 텐데 그야말로 그냥 오즈의 마법사와 이 마법의 세계를 세트로 거의 다 구현을 했다.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2112.72,2112.94,0.2200000000002546,이렇게 보시면 돼요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2113.32,2117.09,3.769999999999982,그래서 세트에 들어가면 배우들이 자기도 모르게 마녀가 된 것 같아요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2117.07,2135.3,18.230000000000015,그런 기분을 받았대요 그리고 또 하나 이거 진짜 키포인 킬포 인데요 이 국내 더빙 버전이 진짜 화려합니다 국내 톱티어 뮤지컬 배우들 박해나 정선아 고은경 남경주 같은 캐스트 때문에 고은성 네 고은성 배우 그래서,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2135.28,2162.76,27.480000000000015,원래 더빙판 아닌 걸로 원작으로 보시고 더빙판 다시 보시겠다 라고 하시는 분들 뮤지컬 팬들이 진짜 많더라고요 이번 영화 특히 두 편으로 나누어서 제작이 됐는데 이번에 위키드가 11월 21일에 개봉을 했고 그 다음에 위키드 파트 2는 또 내년 연말에 개봉한다고 하니까 기다리시면 좋겠습니다 너무 좋네요 또 어떤 신작이 이번 주에 개봉을 또 하나요?,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2162.78,2166.14,3.3599999999996726,한국 영화의 히든카드가 될 것 같은 작품입니다.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2166.51,2174.55,8.039999999999964,김대우 감독 송승헌 조여정 박지원 배우 주연의 히든페이스도 11월 20일에 개봉을 했습니다.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2174.63,2178.52,3.8899999999998727,이 작품 같은 경우도 아마 많은 분들 기다리셨을 것 같아요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2178.96,2184.94,5.980000000000018,김대우 감독님과 송승헌 조여정 배우 같은 경우는 또 워낙 오랜 인연이 있고 다시 만났어요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2185.44,2188.62,3.1799999999998363,박지원 배우가 또 이번에 파격 변신을 하게 되잖아요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2189.03,2192.79,3.759999999999764,히든페이스의 줄거리를 좀 말씀드리면,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2192.77,2198.76,5.9900000000002365,그러니까 사랑했던 약혼녀가 갑자기 영상편지를 남기고 사라져요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2199.62,2201.26,1.6400000000003274,그래서 사람들이 실종된 줄 알았어요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2201.7,2214.84,13.140000000000327,그래서 그 약혼녀를 너무 사랑했던 이 성진이라는 인물 송성훈 배우가 연기를 했는데 그 약혼녀 수현의 후배 미주를 만나게 되고 이상하게 좀 묘한 교감 뭔가 우린 닮은 것 같고,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2214.82,2221.64,6.819999999999709,이런 생각을 하게 되면서 가까워지다가 넘지 말아야 할 선을 넘어버리죠.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2222.08,2234.14,12.059999999999944,그런데 그 선을 넘고 나서 사실은 굉장히 큰 어떤 비밀이 감추어져 있다는 사실이 드러나게 되는 그야말로 아주 색다른 밀실 스릴러다.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2234.28,2236.4,2.119999999999891,이렇게 말씀드릴 수 있을 것 같아요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2236.74,2239.69,2.950000000000273,이 작품 우리 캔디도 보셨잖아요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2240.73,2240.85,0.1199999999998908,보고 왔죠.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2240.83,2244.17,3.340000000000145,이 작품 같은 경우는 사실은 원작이 있어요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2244.47,2259.26,14.790000000000418,동명의 콜롬비아 스페인 합작 영화를 리메이크를 하면서 새로운 인물들의 어떤 내면이나 아니면 심리나 새로운 트릭들이 들어가면서 한국 버전으로 새롭게 만들어졌는데,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2259.24,2269.03,9.790000000000418,이 작품 보시는 분들이 기대하는 부분은 아무래도 김대호 감독님이 이 에로틱 스릴러를 어떻게 연출했느냐라는 부분인 것 같습니다.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2270.07,2289.11,19.039999999999964,정말 단순하게 그냥 사랑의 관계를 넘어서서 근원적으로 누군가를 의심하거나 그리고 사실은 사랑 그 뒤에 숨겨져 있는 드러내지 못하는 마음 얼굴 같은 것들을 보여주는 작품이다 보니까 에로틱 스릴러로서의 장점도 있고 좀 심리적인,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2289.09,2292.84,3.75,소니 스릴러로서의 얘기도 있는 것 같아요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2293.74,2299.7,5.960000000000036,그리고 배우들의 아무래도 여련 또 기대를 많이 하셔도 좋을 것 같고요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2299.72,2299.9,0.180000000000291,네.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2299.92,2304.79,4.869999999999891,송승헌 배우님 또 조여정 배우님 그리고 박지연 배우의 연기 뭐 다들 너무 파격적이었고 재밌었습니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2304.85,2305.93,1.0799999999999272,멱살 잡고 끌고 가요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2305.95,2306.47,0.5199999999999818,두 시간을.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2306.75,2307.11,0.3600000000001273,네.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2307.13,2307.51,0.3800000000001091,맞아요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2307.63,2314.44,6.809999999999945,김대우 감독님은 조여정 배우랑 송승헌 배우 같은 경우는 정말 오랜 인연이 있는 페르소나들이라서,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2314.42,2321.59,7.170000000000073,이 캐릭터들이 어떻게 움직일지를 굉장히 잘 알고 이 캐릭터에 캐스팅하신 것 같다는 생각이 좀 들어요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2321.61,2336.79,15.179999999999836,특히 조유정 배우는 워낙 정말 잘하는 연기를 진짜 잘하고 송성원 배우 같은 경우도 이번 영화에서 정말 좀 지금까지 보여주지 않았던 되게 감정 연기의 부분들이 잘 드러나는 연기를 보여주고요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2337.11,2338.99,1.8799999999996544,그리고 박지원 배우 진짜.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2338.97,2346.81,7.8400000000001455,고생도 많이 했지만 인상도 많이 남을 것 같은 그런 캐릭터를 또 맡았습니다.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2346.83,2348.93,2.099999999999909,자 그럼 고난도 퀴즈 한번 가볼까요?,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2349.19,2349.37,0.1799999999998363,네.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2349.39,2352.59,3.200000000000273,김대호 감독이 에로틱 스릴러로 돌아왔습니다.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2352.92,2355.06,2.1399999999998727,영상 편지만 남기고 사라진 약혼자.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2355.4,2359.39,3.9899999999997817,외로운 지휘자는 새로운 여인에게 마음을 빼앗겨 버리고 또 사랑에 빠지죠.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2359.47,2362.65,3.180000000000291,그런데 사라진 약혼자 이 사실을 모두 알아보고,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2362.63,2380.79,18.15999999999985,알고 있다면 어떻게 될까요 송승헌 조여정 박지연 배우의 파격 변신을 주목하는 이 영화 이 영화의 제목을 맞춰주세요 1번 히든 스페이스 2번 히든 카드 3번 히든 페이스 다시 한번 알려드릴까요 김대우 감독이 에로틱 스릴러로 또 돌아왔습니다,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2380.77,2385.78,5.010000000000218,지난주에 조여정 박지원 배우 김대우 감독님이 시내 초대석에 방문을 해주셨죠.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2386.46,2399.32,12.860000000000127,예상치 못한 사건에 휘말려서 자신의 숨겨진 얼굴을 드러내게 되는 새남녀의 밀실 에로틱 스릴러 송승헌 조여정 박지원 배우가 출연해 여론을 펼친 이 영화의 제목을 맞춰라가 퀴즈입니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2399.59,2399.79,0.1999999999998181,1.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2400.27,2405.19,4.920000000000073,히든 스페이스 2.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2405.21,2405.67,0.4600000000000364,히든 카드 3.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2405.69,2415.41,9.7199999999998,히든 페이스 정답 아시는 분들은 지금 바로 고릴라나 샵 1077 단문 50원 장문 100원의 문자메시지로 보내주세요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2415.43,2418.61,3.180000000000291,참여해주신 분들 가운데 추첨을 통해서 선물 드립니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2418.63,2420.63,2.0,보내주시는 동안 노래 한 곡 띄워드릴게요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2421.15,2427.32,6.170000000000073,정답인 이 영화에서 슈베르트의 아르페지온의 소나타 작품 번호 821번 1악장입니다.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2510.74,2528.84,18.100000000000364,으 으 으,SPEAKER_05:1.00s(1.000),SPEAKER_05,AD
speech,2529.09,2558.72,29.62999999999965,한글자막 by 한효주 한글자막 by 한효주,SPEAKER_05:1.00s(1.000),SPEAKER_05,AD
speech,2584.0,2604.01,20.01000000000022,고맙습니다.,SPEAKER_05:1.00s(1.000),SPEAKER_05,AD
speech,2614.49,2616.39,1.900000000000091,이번 주 영화 이야기 조금 더 들어볼까요?,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2616.41,2621.44,5.0300000000002,11월 20일 개봉한 미망 이 작품도 소개해드리고 싶었어요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2622.06,2629.38,7.320000000000164,이 미망은 광화문 산책 로맨스 이렇게 말씀드릴 수 있을 것 같은데요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2630.28,2638.17,7.889999999999873,길을 걷다가 우연히 과거의 연인이었던 남자를 만나게 된 이 여자를 따라가는 여자가,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2638.15,2640.55,2.400000000000091,로맨스에요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2640.57,2640.63,0.0599999999999454,싫어.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2640.65,2654.83,14.179999999999836,근데 재밌는 건 뭐냐면 무슨 별 사건이 일어나지 않아도 그냥 그 과거의 연인이었던 사람을 마주친 것만으로도 나의 로맨스가 될 수 있구나.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2654.85,2662.26,7.410000000000309,이거 벌써 짤인데 오랜만에 서로 아무 얘기 안 하는 그런 퍼포먼스를 하는 분이 있었어요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2662.28,2662.72,0.4399999999995998,누가 오든.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2663.28,2664.46,1.1799999999998363,근데 옛 연인이 온 거예요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2664.44,2667.47,3.0299999999997453,할아버지 할머니가 돼서 만난 거예요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2667.77,2669.37,1.599999999999909,로맨스가 되더라고요.,SPEAKER_14:1.00s(1.000),SPEAKER_14,DJ
speech,2669.39,2672.05,2.660000000000309,바라만 보는 것만으로도.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2672.25,2678.6,6.349999999999909,그게 행위예술 하시는 The Artist is Present라는 작품이었을 거예요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2678.92,2682.31,3.3899999999998727,저도 너무 인상적이어서 눈물이 줄줄 나잖아요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2683.31,2684.61,1.300000000000182,대답도 안 하고.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2684.59,2688.24,3.649999999999636,이 작품 같은 경우는 김태양 감독이 만들었는데요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2688.74,2706.78,18.04000000000042,과거에 한국영상자료원에서 아르바이트 하시면서 박나목 감독님의 미망인이라는 작품을 보게 되고 그러면서 이 작품에 대해서 관심이 생기면서 미망 남은 것에 대한 이야기를 하고 싶었다고 얘기를 하시더라고요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2706.76,2721.41,14.649999999999636,타이밍이 어긋나도 다시 만나서 무언가를 버리지 않아도 그 순간에도 로맨스다라고 생각을 해보면 좀 세상이 다르게 보이지 않겠냐라는 이야기를 들려주셨어요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2721.43,2732.08,10.650000000000093,"그만큼 이 미망 같은 경우는 대부분 그러니까 1, 2, 3막으로 진행이 되는데 대부분 공간을 걸어가는 사람들의 모습을 보여주거든요.",SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2732.06,2755.55,23.49000000000024,"익숙한 것들, 변화하는 것들, 과거의 나, 지금의 나 이런 것들을 반추하면서 영화를 보는 내내 사실 영화 속의 이야기뿐만 아니라 자꾸 영화와 연결되어 있는 나를, 나의 이야기를 좀 생각하게 되는 그런 되게 독특한 로맨스라는 생각이 들었습니다.",SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2755.91,2759.03,3.1200000000003456,이 작품을 아마 보시고 나면 1번,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2759.01,2763.94,4.929999999999836,"옛날 영화, 옛날 극장에 가서 옛날 영화를 좀 보고 싶어 지실 것 같고요.",SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2764.18,2776.78,12.600000000000364,두 번째는 정처 없이 광화문을 걷고 싶으실 것 같은 그런 생각도 드는 아주 현실적인 생각이 많이 나게 하는 이런 광화문 로맨스입니다.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2776.76,2781.89,5.129999999999654,또 하나 신작인데 신작이 아닌 신작 같은 신작이 하나 있어요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2782.23,2794.18,11.949999999999818,이 바로 전장의 크리스마스라는 41년 전에 태어난 엄청난 걸작 고전 걸작이 11월 20일 날 한국에서 개봉을 하는데요.,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
speech,2794.2,2795.66,1.4600000000000364,이게 바로 뭐냐면,SPEAKER_22:1.00s(1.000),SPEAKER_22,GUEST
